studentId,studentName,skillType,tableIndex,rowIndex,col0,col1,col2,sourceUrl,needsReview
kurumi,Kurumi,normal,8,7,6,"Advanced Tech Notes (Valkyrie) | Normal Tech Notes (Valkyrie) | Damaged Rohonc Codex | Golden Thread | Credits | When Tactical Defense state is deactivated, reduce one enemy's Critical Damage Resistance by 21.1% for 32 seconds . Deal 295% damage. 5 12 10 19 300k",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,normal,8,8,7,"Advanced Tech Notes (Valkyrie) | Annotated Rohonc Codex | Golden Thread Spool | Credits | When Tactical Defense state is deactivated, reduce one enemy's Critical Damage Resistance by 24.1% for 32 seconds . Deal 338% damage. 8 3 16 450k",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,normal,8,9,8,"Superior Tech Notes (Valkyrie) | Advanced Tech Notes (Valkyrie) | Intact Rohonc Codex | Golden Thread Yarn | Credits | When Tactical Defense state is deactivated, reduce one enemy's Critical Damage Resistance by 24.9% for 32 seconds . Deal 348% damage. 8 12 4 8 1.5M",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,normal,8,10,9,"Superior Tech Notes (Valkyrie) | Intact Rohonc Codex | Golden Thread Yarn | Credits | When Tactical Defense state is deactivated, reduce one enemy's Critical Damage Resistance by 25.6% for 32 seconds . Deal 359% damage. 12 9 15 2.4M",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,normal,8,11,10,"Secret Tech Notes | Credits | When Tactical Defense state is deactivated, reduce one enemy's Critical Damage Resistance by 28.6% for 32 seconds . Deal 401% damage. 1 4M",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,0,Passive Skill,SkillIcon_Background_Explosive.svg | 59px-COMMON_SKILLICON_STATBUFF.png | セラミック装甲板 • Ceramic armor Increase Defense by 14~26.6% .,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,1,Lv.,Description,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,2,1,Increase Defense by 14% .,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,3,2,Beginner Tech Notes (Valkyrie) | Credits | Increase Defense by 14.7% . 5 5000,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,4,3,Beginner Tech Notes (Valkyrie) | Credits | Increase Defense by 15.4% . 8 7500,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,5,4,Normal Tech Notes (Valkyrie) | Beginner Tech Notes (Valkyrie) | Rohonc Codex Page | Credits | Increase Defense by 18.2% . 5 12 5 60k,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,6,5,Normal Tech Notes (Valkyrie) | Damaged Rohonc Codex | Golden Thread | Credits | Increase Defense by 18.9% . 8 3 11 90k,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,7,6,Advanced Tech Notes (Valkyrie) | Normal Tech Notes (Valkyrie) | Damaged Rohonc Codex | Golden Thread | Credits | Increase Defense by 19.6% . 5 12 10 19 300k,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,8,7,Advanced Tech Notes (Valkyrie) | Annotated Rohonc Codex | Golden Thread Spool | Credits | Increase Defense by 22.4% . 8 3 16 450k,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,9,8,Superior Tech Notes (Valkyrie) | Advanced Tech Notes (Valkyrie) | Intact Rohonc Codex | Golden Thread Yarn | Credits | Increase Defense by 23.1% . 8 12 4 8 1.5M,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,10,9,Superior Tech Notes (Valkyrie) | Intact Rohonc Codex | Golden Thread Yarn | Credits | Increase Defense by 23.8% . 12 9 15 2.4M,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,passive,9,11,10,Secret Tech Notes | Credits | Increase Defense by 26.6% . 1 4M,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,0,Sub Skill,"SkillIcon_Background_Explosive.svg | 59px-COMMON_SKILLICON_REGENCOST.png | 槌支える鉄床 • The hammer's anvil Increase Cost Recovery by 96~183 , and while the Tactical Shield is active, Cost Recovery is further increased by 450~854 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 20~33.6% for 35 seconds .",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,1,Lv.,Description,,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,2,1,"Increase Cost Recovery by 96 , and while the Tactical Shield is active, Cost Recovery is further increased by 450 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 20% for 35 seconds .",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,3,2,"Beginner Tech Notes (Valkyrie) | Credits | Increase Cost Recovery by 101 , and while the Tactical Shield is active, Cost Recovery is further increased by 472 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 20.5% for 35 seconds . 5 5000",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,4,3,"Beginner Tech Notes (Valkyrie) | Credits | Increase Cost Recovery by 106 , and while the Tactical Shield is active, Cost Recovery is further increased by 495 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 21% for 35 seconds . 8 7500",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,5,4,"Normal Tech Notes (Valkyrie) | Beginner Tech Notes (Valkyrie) | Rohonc Codex Page | Credits | Increase Cost Recovery by 125 , and while the Tactical Shield is active, Cost Recovery is further increased by 585 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 25% for 35 seconds . 5 12 5 60k",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,6,5,"Normal Tech Notes (Valkyrie) | Damaged Rohonc Codex | Golden Thread | Credits | Increase Cost Recovery by 130 , and while the Tactical Shield is active, Cost Recovery is further increased by 607 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 25.6% for 35 seconds . 8 3 11 90k",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,7,6,"Advanced Tech Notes (Valkyrie) | Normal Tech Notes (Valkyrie) | Damaged Rohonc Codex | Golden Thread | Credits | Increase Cost Recovery by 135 , and while the Tactical Shield is active, Cost Recovery is further increased by 629 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 26.1% for 35 seconds . 5 12 10 19 300k",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,8,7,"Advanced Tech Notes (Valkyrie) | Annotated Rohonc Codex | Golden Thread Spool | Credits | Increase Cost Recovery by 154 , and while the Tactical Shield is active, Cost Recovery is further increased by 719 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 28.1% for 35 seconds . 8 3 16 450k",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,9,8,"Superior Tech Notes (Valkyrie) | Advanced Tech Notes (Valkyrie) | Intact Rohonc Codex | Golden Thread Yarn | Credits | Increase Cost Recovery by 159 , and while the Tactical Shield is active, Cost Recovery is further increased by 742 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 29.1% for 35 seconds . 8 12 4 8 1.5M",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,10,9,"Superior Tech Notes (Valkyrie) | Intact Rohonc Codex | Golden Thread Yarn | Credits | Increase Cost Recovery by 164 , and while the Tactical Shield is active, Cost Recovery is further increased by 764 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 29.6% for 35 seconds . 12 9 15 2.4M",,https://bluearchive.wiki/wiki/Kurumi,true
kurumi,Kurumi,sub,10,11,10,"Secret Tech Notes | Credits | Increase Cost Recovery by 183 , and while the Tactical Shield is active, Cost Recovery is further increased by 854 . If the Tactical Shield is maintained for 5 seconds or more, when the Tactical Shield ends, increase Attack of the Striker allies by 33.6% for 35 seconds . 1 4M",,https://bluearchive.wiki/wiki/Kurumi,true
niko,Niko,ex,6,0,EX Skill Cost 4,"SkillIcon_Background_Explosive.svg | 59px-COMMON_SKILLICON_WEAPONBUFF.png | CSAR • CSAR Remove 1 debuff from one ally. Increase damage dealt by allies' EX skills within a circular area centered on yourself by 25.5~48.5% for 35 seconds , and if the target is an Attacker, grant them 1 Spotting. (Spotting stacks up to a maximum of 6)",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,ex,6,1,Lv.,Cost,Description,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,ex,6,2,1,4,"Remove 1 debuff from one ally. Increase damage dealt by allies' EX skills within a circular area centered on yourself by 25.5% for 35 seconds , and if the target is an Attacker, grant them 1 Spotting. (Spotting stacks up to a maximum of 6)",https://bluearchive.wiki/wiki/Niko,true
niko,Niko,ex,6,3,2,"Beginner Tactical Training Blu-ray (Valkyrie) | Nimrud Lens Piece | Credits | Remove 1 debuff from one ally. Increase damage dealt by allies' EX skills within a circular area centered on yourself by 29.3% for 35 seconds , and if the target is an Attacker, grant them 1 Spotting. (Spotting stacks up to a maximum of 6) 12 16 80k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,ex,6,4,3,"Normal Tactical Training Blu-ray (Valkyrie) | Beginner Tactical Training Blu-ray (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | Remove 1 debuff from one ally. Increase damage dealt by allies' EX skills within a circular area centered on yourself by 37% for 35 seconds , and if the target is an Attacker, grant them 1 Spotting. (Spotting stacks up to a maximum of 6) 12 18 15 34 500k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,ex,6,5,4,"Advanced Tactical Training Blu-ray (Valkyrie) | Normal Tactical Training Blu-ray (Valkyrie) | Damaged Nimrud Lens | Broken Quimbaya Relic | Credits | Remove 1 debuff from one ally. Increase damage dealt by allies' EX skills within a circular area centered on yourself by 40.8% for 35 seconds , and if the target is an Attacker, grant them 1 Spotting. (Spotting stacks up to a maximum of 6) 12 18 11 25 3M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,ex,6,6,5,"Superior Tactical Training Blu-ray (Valkyrie) | Advanced Tactical Training Blu-ray (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | Remove 1 debuff from one ally. Increase damage dealt by allies' EX skills within a circular area centered on yourself by 48.5% for 35 seconds , and if the target is an Attacker, grant them 1 Spotting. (Spotting stacks up to a maximum of 6) 8 18 7 19 10M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,0,Normal Skill,"SkillIcon_Background_Explosive.svg | 59px-COMMON_SKILLICON_BURNNIG.png | ブロークンアロー • Broken Arrow Every 35 seconds , deal 227~432% damage to 3 enemies. Inflict 45.9~73.4% Burn damage over time for 20 seconds .",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,1,Lv.,Description,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,2,1,"Every 35 seconds , deal 227% damage to 3 enemies. Inflict 45.9% Burn damage over time for 20 seconds .",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,3,2,"Beginner Tech Notes (Valkyrie) | Credits | Every 35 seconds , deal 239% damage to 3 enemies. Inflict 45.9% Burn damage over time for 20 seconds . 5 5000",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,4,3,"Beginner Tech Notes (Valkyrie) | Credits | Every 35 seconds , deal 250% damage to 3 enemies. Inflict 45.9% Burn damage over time for 20 seconds . 8 7500",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,5,4,"Normal Tech Notes (Valkyrie) | Beginner Tech Notes (Valkyrie) | Nimrud Lens Piece | Credits | Every 35 seconds , deal 295% damage to 3 enemies. Inflict 55% Burn damage over time for 20 seconds . 5 12 4 60k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,6,5,"Normal Tech Notes (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | Every 35 seconds , deal 307% damage to 3 enemies. Inflict 55% Burn damage over time for 20 seconds . 8 5 14 90k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,7,6,"Advanced Tech Notes (Valkyrie) | Normal Tech Notes (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | Every 35 seconds , deal 318% damage to 3 enemies. Inflict 55% Burn damage over time for 20 seconds . 5 12 10 18 300k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,8,7,"Advanced Tech Notes (Valkyrie) | Damaged Nimrud Lens | Broken Quimbaya Relic | Credits | Every 35 seconds , deal 364% damage to 3 enemies. Inflict 64.2% Burn damage over time for 20 seconds . 8 3 17 450k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,9,8,"Superior Tech Notes (Valkyrie) | Advanced Tech Notes (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | Every 35 seconds , deal 375% damage to 3 enemies. Inflict 64.2% Burn damage over time for 20 seconds . 8 12 5 9 1.5M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,10,9,"Superior Tech Notes (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | Every 35 seconds , deal 386% damage to 3 enemies. Inflict 64.2% Burn damage over time for 20 seconds . 12 8 15 2.4M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,normal,7,11,10,"Secret Tech Notes | Credits | Every 35 seconds , deal 432% damage to 3 enemies. Inflict 73.4% Burn damage over time for 20 seconds . 1 4M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,0,Passive Skill,SkillIcon_Background_Explosive.svg | 59px-COMMON_SKILLICON_WEAPONBUFF.png | 火器熟練 • Firearms proficiency Increase Firing Range by 200 and Attack by 11.2~21.2% .,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,1,Lv.,Description,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,2,1,Increase Firing Range by 200 and Attack by 11.2% .,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,3,2,Beginner Tech Notes (Valkyrie) | Credits | Increase Firing Range by 200 and Attack by 11.7% . 5 5000,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,4,3,Beginner Tech Notes (Valkyrie) | Credits | Increase Firing Range by 200 and Attack by 12.3% . 8 7500,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,5,4,Normal Tech Notes (Valkyrie) | Beginner Tech Notes (Valkyrie) | Nimrud Lens Piece | Credits | Increase Firing Range by 200 and Attack by 14.5% . 5 12 4 60k,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,6,5,Normal Tech Notes (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | Increase Firing Range by 200 and Attack by 15.1% . 8 5 14 90k,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,7,6,Advanced Tech Notes (Valkyrie) | Normal Tech Notes (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | Increase Firing Range by 200 and Attack by 15.6% . 5 12 10 18 300k,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,8,7,Advanced Tech Notes (Valkyrie) | Damaged Nimrud Lens | Broken Quimbaya Relic | Credits | Increase Firing Range by 200 and Attack by 17.9% . 8 3 17 450k,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,9,8,Superior Tech Notes (Valkyrie) | Advanced Tech Notes (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | Increase Firing Range by 200 and Attack by 18.4% . 8 12 5 9 1.5M,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,10,9,Superior Tech Notes (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | Increase Firing Range by 200 and Attack by 19% . 12 8 15 2.4M,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,passive,8,11,10,Secret Tech Notes | Credits | Increase Firing Range by 200 and Attack by 21.2% . 1 4M,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,0,Sub Skill,"SkillIcon_Background_Explosive.svg | 59px-COMMON_SKILLICON_WEAPONBUFF.png | 小隊のお世話焼き • Platoon caretaker When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.1~4% for 35 seconds . (up to a maximum of 6 stacks)",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,1,Lv.,Description,,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,2,1,"When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.1% for 35 seconds . (up to a maximum of 6 stacks)",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,3,2,"Beginner Tech Notes (Valkyrie) | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.2% for 35 seconds . (up to a maximum of 6 stacks) 5 5000",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,4,3,"Beginner Tech Notes (Valkyrie) | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.3% for 35 seconds . (up to a maximum of 6 stacks) 8 7500",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,5,4,"Normal Tech Notes (Valkyrie) | Beginner Tech Notes (Valkyrie) | Nimrud Lens Piece | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.7% for 35 seconds . (up to a maximum of 6 stacks) 5 12 4 60k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,6,5,"Normal Tech Notes (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.8% for 35 seconds . (up to a maximum of 6 stacks) 8 5 14 90k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,7,6,"Advanced Tech Notes (Valkyrie) | Normal Tech Notes (Valkyrie) | Broken Nimrud Lens | Quimbaya Relic Piece | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 2.9% for 35 seconds . (up to a maximum of 6 stacks) 5 12 10 18 300k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,8,7,"Advanced Tech Notes (Valkyrie) | Damaged Nimrud Lens | Broken Quimbaya Relic | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 3.3% for 35 seconds . (up to a maximum of 6 stacks) 8 3 17 450k",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,9,8,"Superior Tech Notes (Valkyrie) | Advanced Tech Notes (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 3.4% for 35 seconds . (up to a maximum of 6 stacks) 8 12 5 9 1.5M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,10,9,"Superior Tech Notes (Valkyrie) | Intact Nimrud Lens | Repaired Quimbaya Relic | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 3.5% for 35 seconds . (up to a maximum of 6 stacks) 12 8 15 2.4M",,https://bluearchive.wiki/wiki/Niko,true
niko,Niko,sub,9,11,10,"Secret Tech Notes | Credits | When granting a buff effect to an ally with your EX Skill, for each Spotting stack on the entire team, increase EX Skill damage bonus by 4% for 35 seconds . (up to a maximum of 6 stacks) 1 4M",,https://bluearchive.wiki/wiki/Niko,true
